species	p.val.FR-CRC	p.val.DE-CRC	p.val.CN-CRC	p.val.US-CRC	p.val.AT-CRC	p.val.all	p.adj.FR-CRC	p.adj.DE-CRC	p.adj.CN-CRC	p.adj.US-CRC	p.adj.AT-CRC	p.adj.all	fc.FR-CRC	fc.DE-CRC	fc.CN-CRC	fc.US-CRC	fc.AT-CRC	fc.all	auc.FR-CRC	auc.DE-CRC	auc.CN-CRC	auc.US-CRC	auc.AT-CRC	auc.all	ancom.FR-CRC	ancom.DE-CRC	ancom.CN-CRC	ancom.US-CRC	ancom.AT-CRC	ancom.all	ancom.all-blocked
unknown Clostridiales [meta_mOTU_v2_7298]	0.6542205559429092	0.20241007995966567	0.17263411538113166	0.421365631333774	0.4928895343838145	0.552222745685857	0.8856168940577646	0.4620230086035847	0.5001794521689062	0.7558037558864523	0.6952513364051081	0.7201798941433066	0.045342992216021276	0.21149472831238683	-0.11409768058692628	-0.13646477859259423	0.10960588639024413	0.023176229547826346	0.5202598206000618	0.5627777777777777	0.45788939624556063	0.45894970414201186	0.5351966873706004	0.49972680913064593	8	1	40	0	2	113	NA
Sutterella sp. CAG:351 [meta_mOTU_v2_7305]	0.5135429699993264	0.9751798068654196	0.0060959487130614045	0.4316193084186504	0.45711938266651797	0.028387181295166593	0.8309353957336596	1	0.10802588184541373	0.7652693519713973	0.662922842690269	0.10255624221104867	0	0.043443749146731714	-0.5754124390201573	-0.0958938950970525	0	-0.1255725169940956	0.48608103928240026	0.50125	0.37341451040081175	0.47411242603550297	0.48205659075224294	0.4781932977173385	3	27	509	0	152	113	NA
unknown Clostridiales [meta_mOTU_v2_7306]	0.5882986723147825	0.9934625033813693	0.8668951221431271	0.6865784316020316	0.7330176032585057	0.9865963722129624	0.859500846014941	1	0.9303860324972716	0.8966098822105142	0.880280451351975	0.9966759828209611	-0.13675115031448484	0.02087478044211395	0.025159237059629504	0.0326875342345317	0.002931960337244711	-0.011019527648192997	0.47092483761212495	0.5005555555555555	0.5068493150684932	0.522189349112426	0.4810213940648723	0.47810830500242835	0	35	28	0	1	101	NA
unknown Alistipes [meta_mOTU_v2_7311]	0.04903824030215296	0.09264512573938335	NA	0.1593093933675842	0.40457996132099755	0.8205857940796919	0.3428299050208361	0.32945972083219904	NA	0.4921549200622647	0.6203471800604198	0.9036022557375596	0.08550908844981958	0	0	0	0	0.017101817689963918	0.5502629137024436	0.46625	0.5	0.4807692307692308	0.5134575569358178	0.500182127246236	62	209	NA	0	106	141	NA
unknown Bacteroidales [meta_mOTU_v2_7313]	0.04841788063686989	0.7065521787697557	0.2306802576587817	0.9020699069133797	0.6690527323064759	0.4120650519734763	0.3428299050208361	0.8441188989196432	0.5143305888755676	1	0.8475819196821845	0.5993133431562836	0.28635429729326667	-0.04933545302531123	0	0.011604857817857805	0	0.04972474041716265	0.5683575626353232	0.48666666666666664	0.47361745306950787	0.5040680473372781	0.5110420979986198	0.5071151044196212	147	43	37	3	82	147	NA
unknown Clostridiales [meta_mOTU_v2_7317]	0.016237199418223543	0.01358917268748337	0.7702751768717628	0.24545376410740766	0.5680873930506675	0.006835262630290571	0.22786203183573706	0.11280858803155297	0.8893177042064898	0.6163516938056667	0.7675208548703468	0.03454248793521843	-0.4382584221832615	-0.5274928417096884	-0.04075263563097664	-0.2831779426999261	0.07260892131497589	-0.24341458418177533	0.37534797401794	0.375	0.4918822932521562	0.4356508875739645	0.5293305728088337	0.43067629917435646	364	59	30	0	1	433	NA
unknown Prevotellaceae [meta_mOTU_v2_7319]	0.9402579313790036	0.8346272730637105	0.1944659576251634	0.3267065548685848	0.04185443228118037	0.841187797552132	0.9859242568133512	0.9261385856981729	0.5143305888755676	0.6681890605510854	0.17417041595122507	0.9173271915360216	0	-0.02604336557085083	0	0	0	-0.005208673114170166	0.5010825858335911	0.49333333333333335	0.4794520547945205	0.5096153846153846	0.5326086956521738	0.5036425449247207	2	76	48	NA	61	115	NA
unknown Clostridiales [meta_mOTU_v2_7320]	0.05096713580340455	0.6634617719525915	0.5439913531617853	0.4458910321997258	0.1842142371783011	0.11297031107114207	0.34979740901347345	0.820425871664028	0.7455421063116553	0.7838593941855053	0.40724319118170804	0.26716377186462287	-0.05540211530626363	-0.0065162192448779315	-0.05893543494963146	-0.11204170321369113	0	-0.04657909454289283	0.4454067429631921	0.48833333333333334	0.4794520547945205	0.4718934911242604	0.5244996549344375	0.4862190383681399	64	94	18	0	64	141	NA
unknown Clostridiales [meta_mOTU_v2_7323]	0.723526462656735	0.031128673934253042	0.3985878333754907	0.07112338766226536	0.04989828485783626	0.11476960092989327	0.9303887266908859	0.18285374898442347	0.6418633524735059	0.4271822445097552	0.19674180886804013	0.2684280749021471	-0.012914052262386889	-0.28578218311065395	0	-0.14287796155518195	0.046112998483003924	-0.07909223968904378	0.4888648314259202	0.41888888888888887	0.5068493150684932	0.44286242603550297	0.5500345065562456	0.4783389995143274	1	284	NA	0	56	222	NA
Bacteroides sp. CAG:144 [meta_mOTU_v2_7324]	0.40554167922875306	0.7760126990914757	NA	0.7465411977031975	0.11029923941489268	0.43775736727069736	0.7308198421426092	0.8868716561045437	NA	0.9175440438910575	0.3024098352169905	0.6204607759813391	0.1883615423536946	-0.10512879325659868	0	-0.021781149355897516	0.12176921647178679	0.03664416324259703	0.5329415403649861	0.4869444444444444	0.5	0.4874260355029586	0.5507246376811594	0.5071940262263235	8	0	NA	0	17	76	NA
Eubacterium sp. CAG:156 [meta_mOTU_v2_7325]	0.1277020031690937	0.6759357248426392	0.2324965138482637	0.046352466732551764	0.9533722875861599	0.045739381778225424	0.5053557335803132	0.8257540566257291	0.5143305888755676	0.3867230863110441	0.978767413553772	0.14709369367315675	-0.35675599124268315	-0.09929819060302088	-0.23548360256601875	-0.3002510523335207	-0.011588582547008328	-0.20067548385845035	0.42499226724404576	0.4791666666666667	0.44228817858954844	0.413646449704142	0.5027605244996549	0.46311316172899464	0	0	5	1	21	172	NA
Holdemanella biformis [meta_mOTU_v2_7329]	0.6015075253486837	0.9539516869993746	0.6889778822922843	0.6522182478676086	0.8487215021095852	0.5153934778653187	0.8657595493052849	1	0.8515358762707771	0.8916272359245699	0.9234446829786287	0.6922504361194526	-0.021268028743483186	-0.0034421204326854035	-0.008600238896225331	-0.06319488224204874	0.023385495395712115	-0.014623954983746109	0.48314259201979587	0.5019444444444444	0.4882039573820396	0.481508875739645	0.5062111801242236	0.4923020883924235	1	38	17	0	54	84	NA
unknown Peptostreptococcaceae [meta_mOTU_v2_7331]	0.016946124550872747	0.19836333594389532	0.06590015705038603	0.1634023652750605	0.25688910905927775	2.045433478299325e-4	0.23391207986614515	0.45936003310096535	0.3586851405171011	0.4921549200622647	0.4730608596609336	0.0022552896403586066	-0.49395676214863043	-0.20884235653785288	-0.29258289835847345	-0.20768143084333104	-0.17715215306187979	-0.2760431201900335	0.37024435508815345	0.4325	0.40461694571283613	0.42233727810650884	0.4361628709454797	0.41029626032054395	613	4	446	0	15	615	NA
unknown Clostridiales [meta_mOTU_v2_7337]	9.736350034924057e-4	0.1688129450912279	0.9879888574925307	0.23607984789506192	1.4420047065932999e-4	0.001069716184939784	0.08516792359719669	0.42902128773856996	0.9953868629264981	0.6051830156566912	0.004592230373304817	0.008181883252377268	0.3843330128896648	-0.1135935883523717	-0.028188318152134857	0.057478029640233415	0.48116503581117037	0.1562388343673124	0.6724404577791525	0.4275	0.4992389649923897	0.5673076923076923	0.6980676328502415	0.563465274405051	617	1	29	4	510	645	NA
unknown Prevotella [meta_mOTU_v2_7342]	0.5924539004837319	0.3295553259502067	0.2263412363837755	0.12678476641245393	0.060187692240516365	0.009097678272946386	0.8615650849867051	0.563801372297706	0.5143305888755676	0.4921549200622647	0.2166302498208691	0.04305450467928061	0.043767464551701676	0.054555661610120314	0	0.0958963278655164	0.04957378098904767	0.048758647003277214	0.5162387875038664	0.538888888888889	0.5136986301369864	0.5532544378698225	0.5479641131815045	0.5327343370568237	7	37	70	11	41	93	NA
unknown Bacteroidales [meta_mOTU_v2_7353]	0.8795923840837444	0.32544340964831414	0.2514790234630304	0.32925258056140444	0.40320141860749853	0.9103741413713055	0.9750618868316143	0.5627895492143509	0.5143305888755676	0.6681890605510854	0.6203471800604198	0.9530303896723038	0	0	0	0	0	0	0.50278379214352	0.49166666666666664	0.49074074074074076	0.5186760355029586	0.49206349206349204	0.4984944147644488	12	NA	NA	0	NA	138	NA
unknown Clostridiales [meta_mOTU_v2_7355]	0.8812613965307109	0.022525196987379294	0.9095199514641401	0.10543165186253715	0.16017778793700427	0.3742000585549558	0.9750618868316143	0.1513798436825376	0.9546201143466595	0.4669614183419706	0.3752986128819658	0.5693854534093226	-0.09543521533163987	-0.4767443652423342	0.002095578796149411	-0.4216183083752257	0.4593468004765124	-0.1064711019353076	0.4918032786885246	0.3794444444444444	0.49492643328259767	0.4079142011834319	0.5781573498964803	0.4660332685769791	0	4	9	0	0	32	NA
unknown Clostridiales [meta_mOTU_v2_7356]	0.04925765107715963	7.114674323223422e-5	0.018061704708566172	0.09629763520659028	0.6728487285862851	4.5019157634218786e-5	0.3428299050208361	0.004597174178082826	0.1810923551043082	0.45870172570216783	0.8492663830326891	6.818529311834611e-4	-0.4346551301323301	-0.9554245703248834	-0.2529689652443723	-0.43007980797459305	0.0720579780981318	-0.4002140991156094	0.4042684812867306	0.3	0.42897006595636733	0.4129068047337278	0.5217391304347826	0.40374575036425453	272	776	341	0	1	784	NA
unknown Clostridiales [meta_mOTU_v2_7359]	0.5210616258282331	0.9798023807192119	0.10110927959785625	0.38010071532201484	0.727499575451704	0.5786133649362154	0.8309353957336596	1	0.389117530573568	0.7251691066512173	0.8790809361710797	0.7381663183131624	0	0	0	-0.05155311646876402	0	-0.010310623293752803	0.514692236313022	0.5005555555555555	0.48148148148148145	0.4669008875739645	0.5065562456866805	0.492690626517727	14	84	48	0	92	121	NA
unknown Firmicutes [meta_mOTU_v2_7361]	0.7939740115803522	0.17239611551512105	0.19287726674990627	0.06674037235210913	0.14893066508019795	0.014941448674623787	0.9556772699379208	0.4322768269632886	0.5143305888755676	0.4233025209398802	0.3595177571032184	0.062489112929830525	0.05814615741491675	-0.2832613880556639	-0.10562274553493341	-0.4436397084491863	-0.22275034018892512	-0.1994256049627584	0.5134549953603464	0.43555555555555553	0.46549974632166413	0.4060650887573965	0.43253968253968256	0.4418406993686255	0	20	27	0	162	557	NA
unknown Fusobacterium [meta_mOTU_v2_7372]	0.36043561823378967	0.32544340964831414	0.9250462962223079	0.30151675873036266	0.09904922700962299	0.3825071033194729	0.6934467501402432	0.5627895492143509	0.9642753457201075	0.6681890605510854	0.2847665276526661	0.5787075845602747	0	0	0	0.048640299074627656	0	0.00972805981492553	0.4918032786885246	0.49166666666666664	0.5017757483510908	0.5288461538461539	0.5217391304347826	0.5071940262263235	NA	NA	33	2	97	129	NA
unknown Dehalococcoidales [meta_mOTU_v2_7373]	0.0748737294133286	0.836636441324063	0.08370021456722328	0.25674395640466185	0.7272395310644182	0.03194970410842922	0.40412615491040177	0.9271432859000172	0.38191355389355774	0.63081304422273	0.8790809361710797	0.11255310700438342	-0.22097500392999928	-0.08576686341718717	0	-0.17027564132389136	-0.027639764193384868	-0.10093145457289254	0.43829260748530774	0.49277777777777776	0.469558599695586	0.4572855029585799	0.48878536922015187	0.46719281204468194	36	42	50	0	103	499	NA
unknown Ruminococcaceae [meta_mOTU_v2_7375]	0.06007972058035406	0.6657026816186589	0.8475720891210178	0.6674320675318322	0.7783796305573419	0.5723472388431996	0.36920559643401757	0.820425871664028	0.9209878989223828	0.8927847365369257	0.8976055597311993	0.736246675421025	0	0	0	0	0	0	0.4672131147540984	0.5080555555555556	0.4977168949771689	0.5092455621301775	0.49534161490683226	0.4951918406993686	49	77	49	0	115	134	NA
Clostridium sp. CAG:448 [meta_mOTU_v2_7377]	0.4556565976426254	0.9087535563862852	0.41763682735675256	0.4594764754898425	0.889998791686213	0.3263317869325798	0.7926918496179558	0.9875200354003617	0.6484664636343306	0.7926783208025194	0.9447679480976723	0.5189642823587532	-0.09830663029001412	-0.03751633906495943	0	-0.10465798357433051	-0.0028724512569856466	-0.04867068083725794	0.4699969068976183	0.4955555555555556	0.4856671740233384	0.4748520710059172	0.49516908212560384	0.4796988829528897	0	13	38	0	73	99	NA
unknown Clostridium [meta_mOTU_v2_7389]	0.3825148309727165	0.1654056436207934	0.2514790234630304	0.08226670008555033	0.8430938350373477	0.5555001376424054	0.7082907162243092	0.42805128063371284	0.5143305888755676	0.43463559928627665	0.918528546593321	0.7216913118304468	0	0	0	0	0	0	0.48468914321064027	0.4744444444444444	0.49074074074074076	0.5288461538461539	0.5027605244996549	0.4950097134531326	2	171	NA	4	112	141	NA
unknown Bacteroidales [meta_mOTU_v2_7394]	0.36043561823378967	0.32544340964831414	0.2514790234630304	0.5827776172924215	NA	0.07570901774516947	0.6934467501402432	0.5627895492143509	0.5143305888755676	0.8450785763890105	NA	0.20697240541332435	0	0	0	0	0	0	0.4918032786885246	0.49166666666666664	0.49074074074074076	0.4907544378698225	0.5	0.49317022826614865	NA	NA	NA	0	NA	168	NA
unknown Lachnospiraceae [meta_mOTU_v2_7398]	0.29131873752345616	1	0.2514790234630304	1	NA	0.918112926129216	0.6428126749133097	1	0.5143305888755676	1	NA	0.9587673730426869	0	0	0	0	0	0	0.5094339622641509	0.49986111111111114	0.49074074074074076	0.5001849112426036	0.5	0.5001153472559494	NA	102	NA	0	NA	175	NA
unknown Ruminococcaceae [meta_mOTU_v2_7401]	0.22974337239251627	0.1435578036463906	0.3985878333754907	0.9454666896848419	0.2404803585552286	0.0649319632558234	0.6220061722009604	0.42460758824988765	0.6418633524735059	1	0.4630876977648991	0.18561359193331337	0.07154439594323492	0.004215647220823956	0	0.0030710678880139885	0.02319256085069549	0.02040473438055367	0.5406742963192082	0.5336111111111111	0.5068493150684932	0.5031434911242604	0.5300207039337475	0.5193358426420592	16	67	NA	0	49	224	NA
unknown Firmicutes [meta_mOTU_v2_7403]	0.760963385911512	0.5669797564757733	NA	0.1632416564690763	0.2494409579748128	0.33328133254627534	0.952790858196456	0.7535806889867872	NA	0.4921549200622647	0.4630876977648991	0.5279027077085593	0	0	0	0	0	0	0.49396845035570675	0.49166666666666664	0.5	0.4704142011834319	0.5108695652173912	0.49317022826614865	1	118	NA	0	NA	166	NA
Bacteroides sp. 43_108 [meta_mOTU_v2_7407]	0.8795923840837444	1	0.2514790234630304	1	0.09904922700962299	0.5847527822805763	0.9750618868316143	1	0.5143305888755676	1	0.2847665276526661	0.7443105129778249	0	0	0	0	0	0	0.50278379214352	0.49986111111111114	0.49074074074074076	0.5001849112426036	0.5217391304347826	0.501979116075765	12	99	NA	0	78	158	NA
unknown Clostridiales [meta_mOTU_v2_7415]	0.11119662082746277	0.04987641167525349	0.10432036551906262	0.17317759834884058	0.8371403657039123	0.0025107303965243373	0.5016801608661099	0.2428551681634758	0.3912271359188744	0.5075605378035714	0.918528546593321	0.015907538109322106	-0.1969652869309174	-0.34758637546514304	-0.20076576149337555	-0.24829504636356448	-0.027331033281856754	-0.20418870070697145	0.42483761212496135	0.40694444444444444	0.4421613394216134	0.4310281065088758	0.48999309868875085	0.4348652258377853	1	31	36	0	9	213	NA
unknown Firmicutes [meta_mOTU_v2_7419]	0.13506616461818552	0.04370653627298977	NA	0.21687999743108496	0.0548420452793091	0.22190010083579306	0.5192954822306494	0.22386274676409393	NA	0.5664878166338749	0.20925904834685685	0.409550403499105	-0.05528153603063652	0	0	0	0.053197595738641676	-4.167880583989689e-4	0.46180018558614294	0.4666666666666667	0.5	0.4693047337278106	0.5489993098688751	0.4863525983487129	26	215	NA	0	32	166	NA
unknown Tyzzerella [meta_mOTU_v2_7425]	0.013738288034083251	0.005721062857575868	0.034179515378967885	0.11472738262209263	0.14512137388560276	7.1434960513538925e-6	0.2082216648055016	0.07067195294652542	0.25786921503736165	0.48220443051316086	0.3523768257398214	1.444006701809394e-4	0.36100779688166257	0.11337797855642077	0.2899991656714641	0.4095800926827798	0.16767600546022862	0.26832820785051115	0.5890813485926384	0.5816666666666667	0.5766108574327752	0.5833949704142012	0.5543478260869564	0.576098834385624	403	315	166	0	3	673	NA
unknown Dehalococcoidales [meta_mOTU_v2_7432]	0.5389490546736709	0.0030203483008817505	NA	0.783863162487574	0.13809397944125262	0.08465405593385986	0.8482151477294037	0.04530522451322626	NA	0.9285246044917186	0.3413188506786782	0.22251174454441802	0	-0.1951819049034429	0	0.07995766489667008	0	-0.023044848001354562	0.5140736158366842	0.4023611111111111	0.5	0.5133136094674556	0.47619047619047616	0.4784361340456532	1	504	NA	0	250	92	NA
unknown Burkholderiales [meta_mOTU_v2_7434]	0.3064234961751172	0.3727463260646089	0.015923580236273212	0.29607312097715716	0.9492690250332935	0.7418346052565451	0.6515368277258805	0.610344861392342	0.17585171217449547	0.6681890605510854	0.9765268323287412	0.848532053281086	-0.14988862090933233	0.20227903494867547	-0.46313202849797586	0.060310354381124545	-0.017212135624125255	-0.07352867914032668	0.4577791524899474	0.5376388888888889	0.4114662607813293	0.549741124260355	0.5025879917184265	0.4910696940262263	1	0	394	0	60	80	NA
unknown Clostridiales [meta_mOTU_v2_7440]	0.8976160930809107	0.7161610917615265	0.7612565807573844	0.1508845607554175	0.48117543859724743	0.1566716529455006	0.980275940822473	0.8484842271927817	0.8877561370800102	0.4921549200622647	0.6857371138700876	0.3342066164591206	0.02358987544751677	-0.04447699740162719	-0.09298244382443499	-0.17687497238685068	-0.07244702988436803	-0.07263831360995282	0.49396845035570675	0.4847222222222222	0.48985286656519533	0.4376849112426035	0.4730848861283644	0.4744171928120447	6	23	17	0	111	99	NA
Eubacterium sp. CAG:202 [meta_mOTU_v2_7449]	0.9214777297345452	0.502945286920579	0.46952418858745976	0.6715137745303081	0.6484159023656801	0.5462215423139635	0.9837083029867322	0.7172734142840176	0.6920259800844184	0.8950482747398112	0.8336775887558745	0.7145486739977734	-0.02466683573237504	-0.07426497637295605	-0.1812776131860121	-0.10407774952665884	0.1036961614653054	-0.056118202670539324	0.49458707083204456	0.46694444444444444	0.4668949771689498	0.47707100591715973	0.5250172532781229	0.47694876153472565	0	0	3	0	0	20	NA
Clostridium sp. CAG:217 [meta_mOTU_v2_7451]	0.08656024975731288	0.16645167787210197	0.5175641535709539	0.3079321607199396	0.043840754171795754	0.167045524075262	0.4375072883865072	0.42805128063371284	0.7276455443193115	0.6681890605510854	0.17970368541706377	0.34760208318602315	-0.47479253863563264	-0.3487998054742898	-0.21304648085916708	-0.3727902534590119	0.5716688754437166	-0.16755204059687698	0.411073306526446	0.42916666666666664	0.47311009639776763	0.4519230769230769	0.6118012422360248	0.45874817872753765	0	0	4	0	0	85	NA
